City_ID,City,Country,Lat,Lng,Max Temp,Min Temp,Humidity,Cloudiness,Wind Speed,Rain inches (past 3 hours),Snow inches (past 3 hours)
275,Bajil,YE,15.06,43.29,89.47,89.47,47,0,2.55,0,0
276,Serenje,ZM,-13.23,30.24,54.39,54.39,88,43,8.46,0,0
277,Bethanien,NA,-26.5,17.16,69.08,69.08,25,0,10.18,0,0
278,Sampit,ID,-2.53,112.95,75.63,75.63,93,100,2.3,0,0
279,Solano,US,38.23,-121.95,87.8,77.0,28,1,16.11,0,0
280,Marzuq,YE,14.4,46.47,77.04,77.04,24,23,5.28,0,0
281,Awbari,LY,26.59,12.78,81.88,81.88,15,0,11.07,0,0
282,Sitka,US,57.05,-135.33,69.8,69.8,28,75,11.41,0,0
283,Marawi,PH,8.0,124.29,80.01,80.01,82,92,5.01,0,0
284,Slavonski Brod,HR,45.16,18.02,61.0,57.99,79,5,3.98,0,0
285,Luanda,AO,-8.84,13.23,80.6,80.6,88,75,8.05,0,0
286,Mayo,US,38.89,-76.51,50.0,48.0,39,75,11.41,0,0
287,Provideniya,RU,64.38,-173.3,39.65,39.65,76,100,33.35,0,0
288,Linxia,CN,35.6,103.21,47.46,47.46,54,0,1.23,0,0
289,Flinders,AU,-34.58,150.86,54.0,54.0,58,0,8.01,0,0
290,Eyl,SO,7.98,49.82,82.8,82.8,75,37,6.15,0,0
291,Truckee,US,39.33,-120.18,77.0,68.0,16,5,4.7,0,0
292,Lavrentiya,RU,65.58,-171.0,35.15,35.15,92,100,10.22,0,0
293,Necochea,AR,-38.55,-58.74,57.99,57.99,73,0,4.0,0,0
294,Tuatapere,NZ,-46.13,167.68,58.46,58.46,75,91,7.05,0,0
295,Tifton,US,31.45,-83.51,73.4,71.6,30,1,8.05,0,0
296,Afyonkarahisar,TR,38.75,30.67,46.24,46.24,57,0,4.14,0,0
297,Port Hardy,CA,50.7,-127.42,68.0,68.0,45,75,3.36,0,0
298,Cuiluan,CN,47.72,128.65,58.12,58.12,56,40,3.31,0,0
299,Ushtobe,KZ,45.25,77.98,63.9,63.9,66,100,7.54,0,0
300,Whyalla,AU,-33.03,137.58,44.6,44.6,93,1,5.82,0,0
301,Tamesis,CO,5.66,-75.71,86.0,64.99,35,75,11.41,0,0
302,Egvekinot,RU,66.32,-179.17,31.89,31.89,99,100,17.4,0,0
303,Cruzeiro Do Sul,BR,-29.51,-51.99,55.0,55.0,88,8,1.3,0,0
304,Minbu,MM,20.18,94.88,82.85,82.85,45,0,2.35,0,0
305,Hobyo,SO,5.35,48.53,83.5,83.5,79,71,8.19,0,0
306,Ikalamavony,MG,-21.15,46.58,60.82,60.82,80,13,7.52,0,0
307,Dongsheng,CN,39.82,109.98,44.49,44.49,49,0,17.25,0,0
308,Lagoa,PT,39.05,-27.98,62.83,62.83,92,100,26.13,0,0
309,Northam,GB,51.03,-4.22,55.99,55.0,89,73,1.99,0,0
310,Tharad,IN,24.4,71.63,79.07,79.07,84,0,7.43,0,0
311,Amantea,IT,39.13,16.07,57.0,55.4,76,83,4.7,0,0
312,Luwero,UG,0.85,32.47,66.36,66.36,98,100,2.17,0,0
313,Thaba-Tseka,LS,-29.52,28.61,42.19,42.19,62,0,0.92,0,0
314,Rio Grande,BR,-32.03,-52.1,61.0,61.0,84,5,11.39,0,0
315,Smirnykh,RU,49.75,142.83,47.25,47.25,63,99,1.79,0,0
316,Bageshwar,IN,29.85,79.77,61.02,61.02,69,38,3.0,0,0
317,Zaysan,KZ,47.47,84.87,59.68,59.68,31,89,5.88,0,0
318,Novoilinsk,RU,51.68,108.71,41.31,41.31,66,2,7.18,0,0
319,Padang,ID,-0.95,100.35,79.12,79.12,70,93,3.49,0,0
320,Ayan,RU,56.45,138.17,38.46,38.46,72,26,11.25,0,0
321,Clocolan,ZA,-28.91,27.57,47.14,47.14,50,0,2.15,0,0
322,Prescott,US,34.54,-112.47,82.99,77.0,15,1,11.41,0,0
323,Dong Xoai,VN,11.53,106.92,78.21,78.21,83,82,3.22,0,0
324,Talara,PE,-4.58,-81.27,72.55,72.55,81,7,14.54,0,0
325,Maues,BR,-3.38,-57.72,76.86,76.86,94,81,0.74,0,0
326,Itarema,BR,-2.92,-39.92,78.17,78.17,85,5,6.38,0,0
327,Bismil,TR,37.85,40.67,55.4,53.6,100,40,6.93,0,0
328,Porosozero,RU,62.72,32.73,32.13,32.13,98,9,6.06,0,0
329,Zhigansk,RU,66.77,123.37,19.35,19.35,96,20,10.87,0,0
330,Sungai Besar,MY,3.67,100.99,78.8,78.01,94,20,2.95,0,0
331,Port Hawkesbury,CA,45.62,-61.35,41.0,39.99,80,90,17.22,0,0
332,Murdochville,CA,48.96,-65.5,28.62,28.62,98,100,8.16,0,0
333,Minab,IR,27.15,57.08,78.8,78.8,74,39,4.7,0,0
334,Norrtalje,SE,59.76,18.7,44.01,41.0,73,22,7.0,0,0
335,Grand-Santi,GF,4.25,-54.38,74.26,74.26,97,86,2.86,0,0
336,Parakou,BJ,9.34,2.63,75.47,75.47,85,95,5.66,0,0
337,Namatanai,PG,-3.67,152.43,85.91,85.91,66,1,5.73,0,0
338,Waipawa,NZ,-41.41,175.52,61.0,59.0,77,0,16.11,0,0
339,San Jeronimo,PE,-11.95,-75.28,52.9,52.9,67,68,4.72,0,0
340,Altay,CN,47.87,88.12,51.37,51.37,38,0,4.09,0,0
341,De-Kastri,RU,51.47,140.78,47.97,47.97,56,0,4.72,0,0
342,Orebro,SE,59.27,15.21,46.0,41.0,84,28,3.83,0,0
343,Te Anau,NZ,-45.42,167.72,55.36,55.36,84,100,3.98,0,0
344,Kelo,TD,9.31,15.81,85.15,85.15,55,89,12.75,0,0
345,Alamosa,US,37.47,-105.87,73.4,73.4,5,1,13.87,0,0
346,Nurota,UZ,40.56,65.69,60.8,60.8,77,0,9.17,0,0
347,Ugoofaaru,MV,5.67,73.0,83.93,83.93,78,100,11.39,0,0
348,Cap Malheureux,MU,-19.98,57.61,71.01,71.01,83,0,1.99,0,0
349,Sao Gabriel Da Cachoeira,BR,-0.13,-67.09,82.4,82.4,78,75,3.36,0,0
350,Ayr,GB,55.46,-4.63,55.4,54.0,82,100,3.36,0,0
351,La Cumbre,AR,-30.98,-64.49,57.99,57.99,60,0,3.91,0,0
352,Conakry,GN,9.54,-13.68,81.09,81.09,82,95,6.96,0,0
353,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,63.19,63.19,57,0,6.46,0,0
354,Bingol,TR,38.88,40.49,46.76,46.76,80,99,7.78,0,0
355,North Ogden,US,41.31,-111.96,72.0,70.0,9,1,5.95,0,0
356,Iztapa,GT,13.93,-90.71,91.4,91.4,63,40,13.87,0,0
357,Sola,VU,-13.88,167.55,82.4,82.4,78,75,15.9,0,0
358,Victoria,HK,22.29,114.16,84.0,80.01,79,67,5.19,0,0
359,Manokwari,ID,-0.87,134.08,83.55,83.55,73,56,0.43,0,0
360,Bentiu,SS,9.23,29.83,84.61,84.61,48,84,3.53,0,0
361,Ko Samui,TH,9.54,99.94,86.0,86.0,84,20,11.59,0,0
362,Upernavik,GL,72.79,-56.15,19.44,19.44,93,100,13.53,0,0
363,Sumkino,RU,58.11,68.32,58.62,58.62,54,0,6.24,0,0
364,Namibe,AO,-15.2,12.15,80.67,80.67,52,28,3.42,0,0
365,Carutapera,BR,-1.2,-46.02,76.87,76.87,91,78,5.44,0,0
366,Monrovia,LR,6.3,-10.8,78.8,78.8,94,75,9.22,0,0
367,Moussoro,TD,13.64,16.49,90.27,90.27,10,0,12.03,0,0
368,Sydney,AU,-33.87,151.21,57.0,52.0,47,20,20.8,0,0
369,Kaitangata,NZ,-46.28,169.85,52.0,52.0,72,89,1.99,0,0
370,Olinda,BR,-8.01,-34.86,82.4,82.4,69,20,9.17,0,0
371,Kruisfontein,ZA,-34.0,24.73,59.13,59.13,61,0,4.52,0,0
372,Las Cruces,US,32.31,-106.78,88.0,84.0,7,1,5.82,0,0
373,Hasaki,JP,35.73,140.83,66.2,66.0,88,75,8.05,0,0
374,Kerman,IR,30.28,57.08,57.2,57.2,47,33,4.7,0,0
375,Port Lincoln,AU,-34.73,135.87,56.57,56.57,69,41,7.56,0,0
376,Dmitriyevka,RU,54.75,55.33,59.0,53.6,71,40,2.24,0,0
377,Saint-Pierre,RE,-21.34,55.48,69.8,61.0,73,20,8.05,0,0
378,Oranjestad,AW,12.52,-70.03,84.2,84.2,70,20,28.86,0,0
379,Yenangyaung,MM,20.47,94.88,83.91,83.91,45,0,3.6,0,0
380,Manakara,MG,-22.13,48.02,68.81,68.81,83,91,6.02,0,0
381,Krasnystaw,PL,50.98,23.17,46.4,46.4,93,3,2.24,0,0
382,Ilulissat,GL,69.22,-51.1,32.0,32.0,85,100,3.36,0,0
383,Lata,PT,40.16,-8.33,55.99,51.01,94,47,1.99,0,0
384,Severomuysk,RU,56.15,113.43,25.27,25.27,97,100,5.64,0,0
385,Praia Da Vitoria,PT,38.73,-27.07,66.2,66.2,82,40,12.97,0,0
386,Urucara,BR,-2.54,-57.76,77.65,77.65,91,89,1.99,0,0
387,Puerto Leguizamo,CO,-0.19,-74.78,71.46,71.46,92,100,1.97,0,0
388,Pisco,PE,-13.7,-76.22,69.8,66.99,77,9,17.22,0,0
389,Vestmannaeyjar,IS,63.44,-20.27,37.74,37.74,79,56,11.43,0,0
390,Buarcos,PT,40.17,-8.88,55.4,55.0,93,40,4.7,0,0
391,Lufkin,US,31.34,-94.73,69.8,68.0,46,1,10.29,0,0
392,Akdagmadeni,TR,39.66,35.88,37.09,37.09,85,12,2.01,0,0
393,Kautokeino,NO,69.01,23.04,13.26,13.26,85,11,2.84,0,0
394,Magistralnyy,RU,56.17,107.45,46.58,46.58,71,100,6.35,0,0
395,Anadyr,RU,64.75,177.48,33.8,33.01,95,90,60.4,0,0
396,Loviisa,FI,60.46,26.23,37.4,35.01,64,31,3.36,0,0
397,Rochegda,RU,62.8,43.25,42.64,42.64,83,25,1.23,0,0
398,Erzincan,TR,39.75,39.5,41.0,41.0,93,90,1.99,0,0
399,Katsuura,JP,35.13,140.3,66.0,66.0,94,84,8.01,0,0
400,Bijar,IR,35.87,47.61,55.83,55.83,56,6,16.51,0,0
401,Bud,US,39.45,-86.18,54.0,51.8,32,1,5.82,0,0
402,Kedrovoye,RU,57.16,60.57,55.4,55.4,58,98,5.12,0,0
403,Udachnyy,RU,66.42,112.4,30.2,30.2,100,90,8.95,0,0
404,Hare Bay,CA,48.85,-54.01,42.8,42.8,100,90,27.51,0,0
405,Margate,GB,51.38,1.39,57.0,55.0,79,57,3.0,0,0
406,Cabreuva,BR,-23.31,-47.13,73.4,70.0,33,0,3.49,0,0
407,Bubaque,GW,11.28,-15.83,77.49,77.49,79,0,14.2,0,0
408,Meadow Lake,US,34.8,-106.54,82.99,72.0,8,40,4.7,0,0
409,Thinadhoo,MV,0.53,72.93,84.34,84.34,78,89,13.96,0,0
410,Dukat,RU,62.55,155.55,28.17,28.17,98,100,9.46,0,0
411,Oneonta,US,42.45,-75.06,33.01,28.99,81,92,3.0,0,0
412,Dortyol,TR,36.86,36.23,66.99,66.99,83,3,2.75,0,0
413,Wasilla,US,61.58,-149.44,66.2,60.8,25,1,6.93,0,0
414,Carndonagh,IE,55.25,-7.27,48.6,48.6,89,100,11.14,0,0
415,Taoudenni,ML,22.68,-3.98,96.51,96.51,12,28,6.4,0,0
416,Narsimhapur,IN,22.95,79.2,83.59,83.59,18,56,5.93,0,0
417,Paithan,IN,19.48,75.38,89.6,89.6,40,40,3.36,0,0
418,Sarkand,KZ,45.41,79.92,61.83,61.83,38,100,2.46,0,0
419,Salekhard,RU,66.53,66.6,35.22,35.22,88,100,4.97,0,0
420,Chokurdakh,RU,70.63,147.92,25.11,25.11,98,38,5.23,0,0
421,Buchanan,LR,5.88,-10.05,78.8,78.8,94,75,8.5,0,0
422,Vila,PT,42.03,-8.16,57.0,46.99,93,75,3.36,0,0
423,Tucuman,AR,-26.82,-65.22,68.0,68.0,68,0,3.36,0,0
424,Ipatinga,BR,-19.47,-42.54,61.75,61.75,87,1,1.21,0,0
425,Kaliua,TZ,-5.06,31.79,64.18,64.18,84,0,3.6,0,0
426,Cabedelo,BR,-6.98,-34.83,77.0,77.0,83,20,5.82,0,0
427,Huilong,CN,31.81,121.66,66.0,62.01,87,92,3.98,0,0
428,Mokhsogollokh,RU,61.47,128.92,31.68,31.68,86,0,4.83,0,0
429,Alta Floresta,BR,-9.88,-56.09,87.8,87.8,62,20,2.24,0,0
430,Rawson,AR,-43.3,-65.1,61.66,61.66,45,32,23.53,0,0
431,Kaabong,UG,3.48,34.15,66.69,66.69,82,89,10.45,0,0
432,Sturgeon Bay,US,44.83,-87.38,55.4,41.0,56,1,10.29,0,0
433,Benjamin Constant,BR,-4.38,-70.03,80.6,77.0,83,40,4.7,0,0
434,Safonovo,RU,55.15,33.22,44.67,44.67,85,82,5.75,0,0
435,Melnikovo,RU,56.56,84.08,55.99,55.99,63,69,3.44,0,0
436,Kalemie,CD,-5.95,29.19,73.15,73.15,79,21,3.94,0,0
437,Solnechnyy,RU,50.72,136.63,54.75,54.75,43,92,3.02,0,0
438,Diebougou,BF,10.97,-3.25,86.95,86.95,49,55,7.65,0,0
439,Trinidad,BO,-14.83,-64.9,80.6,80.6,65,12,3.36,0,0
440,Klyuchi,RU,52.27,79.17,53.87,53.87,61,0,10.47,0,0
441,Villamontes,BO,-21.25,-63.5,66.51,66.51,60,0,2.51,0,0
442,Kungurtug,RU,50.6,97.52,36.01,36.01,72,53,0.18,0,0
443,Skibbereen,IE,51.55,-9.27,57.2,57.2,76,20,8.05,0,0
444,Marfino,RU,55.7,37.38,51.8,48.2,76,98,4.47,0,0
445,Oktyabrskoye,RU,43.06,44.74,48.2,48.0,100,100,4.47,0,0
446,Jumla,NP,29.27,82.18,50.27,50.27,64,80,1.86,0,0
447,Clyde River,CA,70.47,-68.59,14.0,14.0,85,90,12.75,0,0
448,Fengrun,CN,39.83,118.12,60.33,60.33,61,20,5.06,0,0
449,Mattoon,US,39.48,-88.37,59.0,57.0,30,1,10.29,0,0
450,Taywarah,AF,33.35,64.42,48.52,48.52,62,12,4.74,0,0
451,Kathu,TH,7.92,98.33,78.8,78.8,100,75,2.24,0,0
452,Ketchikan,US,55.34,-131.65,75.2,75.2,23,1,17.22,0,0
453,Kargil,IN,34.57,76.1,39.02,39.02,67,95,3.44,0,0
454,Moranbah,AU,-22.0,148.05,72.3,72.3,59,0,4.99,0,0
455,Tarakan,ID,3.3,117.63,80.28,80.28,84,100,6.31,0,0
456,Perth,AU,-31.93,115.83,53.6,41.0,66,0,8.05,0,0
457,Aloleng,PH,16.13,119.78,84.83,84.83,72,69,7.9,0,0
458,Bima,ID,-8.47,118.72,75.83,75.83,86,98,3.15,0,0
459,Pevek,RU,69.7,170.31,37.6,37.6,75,100,14.25,0,0
460,Saint Anthony,US,45.02,-93.22,53.6,48.99,46,90,9.17,0,0
461,Pindushi,RU,62.92,34.58,35.62,35.62,92,0,7.0,0,0
462,Finschhafen,PG,-6.6,147.87,81.54,81.54,80,100,8.28,0,0
463,Kintinku,TZ,-5.88,35.23,68.0,68.0,77,75,12.75,0,0
464,Dandong,CN,40.13,124.39,60.22,60.22,80,97,1.21,0,0
465,Makakilo City,US,21.35,-158.09,82.4,77.0,61,75,13.87,0,0
466,Ahipara,NZ,-35.17,173.17,63.32,63.32,68,99,6.53,0,0
467,Kudahuvadhoo,MV,2.67,72.89,85.14,85.14,77,100,14.5,0,0
468,Lovozero,RU,68.0,35.01,31.59,31.59,98,100,4.41,0,0
469,Berdigestyakh,RU,62.1,126.7,32.59,32.59,82,0,2.91,0,0
470,Salinas,US,36.68,-121.66,66.0,57.0,67,1,14.99,0,0
471,Kharagauli,GE,42.02,43.2,53.6,53.6,87,100,6.93,0,0
472,San Andres,CO,12.58,-81.7,84.2,84.2,83,90,14.99,0,0
473,Santa Teresa,VE,10.23,-66.66,79.36,79.36,66,99,5.1,0,0
474,Parana,AR,-31.73,-60.52,68.0,66.99,51,0,5.99,0,0
475,Mahajanga,MG,-15.72,46.32,77.0,77.0,83,40,3.36,0,0
476,Bongaree,AU,-27.08,153.16,64.4,63.0,93,75,5.82,0,0
477,Itupiranga,BR,-5.13,-49.33,82.4,82.4,83,40,3.36,0,0
478,Manisa,TR,38.83,28.17,51.08,51.08,66,19,2.28,0,0
479,Puerto Madero,MX,14.72,-92.42,91.4,91.4,59,20,11.41,0,0
480,Barcelona,ES,41.39,2.16,66.2,63.0,88,40,10.29,0,0
481,Urumqi,CN,43.8,87.6,64.4,64.4,15,43,11.18,0,0
482,Xuddur,SO,4.12,43.89,75.07,75.07,85,93,9.66,0,0
483,Kodinar,IN,20.79,70.7,78.51,78.51,87,0,11.01,0,0
484,Auki,SB,-8.77,160.7,85.95,85.95,69,68,5.06,0,0
485,Santa Maria,BR,-29.68,-53.81,68.0,68.0,60,14,2.24,0,0
486,Westport,US,41.14,-73.36,41.0,39.0,69,90,14.99,0,0
487,Tezu,IN,27.92,96.17,71.17,71.17,51,0,3.87,0,0
488,Japura,ID,-0.32,102.35,74.03,74.03,98,89,2.21,0,0
489,La Palma,US,33.85,-118.05,79.0,71.01,53,1,3.36,0,0
490,Roald,NO,62.58,6.13,37.99,33.01,69,99,12.75,0,0
491,Aykhal,RU,66.0,111.5,30.2,30.2,100,90,8.95,0,0
492,Gucheng,CN,35.91,111.32,56.08,56.08,63,0,2.93,0,0
493,Khani,GE,41.96,42.96,53.6,53.6,87,100,6.93,0,0
494,Koshurnikovo,RU,54.17,93.3,40.44,40.44,73,0,2.59,0,0
495,Basco,PH,20.45,121.97,82.9,82.9,75,92,8.52,0,0
496,Yar-Sale,RU,66.83,70.83,34.43,34.43,89,96,9.71,0,0
497,Leningradskiy,RU,69.38,178.42,26.33,26.33,95,100,9.35,0,0
498,Ulety,RU,51.36,112.48,38.53,38.53,65,6,6.4,0,0
499,Yaan,NG,7.38,8.57,75.85,75.85,89,100,6.2,0,0
500,Pastos Bons,BR,-6.6,-44.08,75.13,75.13,86,38,3.94,0,0
501,Lithgow,AU,-33.48,150.15,37.99,37.99,77,0,11.99,0,0
502,Glossa,GR,35.47,23.78,64.0,59.0,87,0,2.26,0,0
503,Oussouye,SN,12.48,-16.55,77.0,73.4,88,56,9.17,0,0
504,North Guwahati,IN,26.2,91.72,74.08,74.08,52,0,2.86,0,0
505,Santa Cruz Cabralia,BR,-16.28,-39.02,75.2,75.2,64,40,8.05,0,0
506,Lithakia,GR,37.72,20.83,53.6,53.6,87,0,3.36,0,0
507,Islamkot,PK,24.7,70.18,75.9,75.9,96,2,7.56,0,0
508,Teixoso,PT,40.31,-7.46,51.01,46.0,94,36,2.75,0,0
509,Polson,US,47.69,-114.16,63.0,63.0,37,9,11.99,0,0
510,Zhoucheng,CN,35.91,116.31,59.45,59.45,76,0,3.56,0,0
511,Morada Nova,BR,-5.11,-38.37,76.87,76.87,71,54,1.97,0,0
512,Qui Nhon,VN,13.77,109.23,79.12,79.12,83,88,3.83,0,0
513,Atikokan,CA,48.76,-91.62,48.31,48.31,46,28,9.4,0,0
514,Mahibadhoo,MV,3.78,72.97,84.92,84.92,79,78,13.42,0,0
515,Amli,IN,20.28,73.02,75.78,75.78,88,0,3.36,0,0
516,Lermontovka,RU,47.15,134.34,50.7,50.7,93,100,3.15,0,0
517,Zhangye,CN,38.93,100.45,47.61,47.61,48,47,24.32,0,0
518,Santa Rosalia,MX,27.32,-112.28,80.62,80.62,43,0,5.41,0,0
519,Valladolid,ES,41.58,-4.67,57.0,53.6,76,97,8.05,0,0
520,Sao Joao Da Barra,BR,-21.64,-41.05,71.6,71.6,73,40,7.65,0,0
521,Nicoya,CR,10.15,-85.45,93.2,75.99,52,75,13.87,0,0
522,Riyadh,SA,24.69,46.72,87.8,87.8,25,90,17.22,0,0
523,Bambanglipuro,ID,-7.95,110.28,76.87,76.87,86,70,2.95,0,0
524,Whitehorse,CA,60.72,-135.05,68.0,68.0,22,40,12.75,0,0
525,Katobu,ID,-4.94,122.53,77.61,77.61,84,66,3.44,0,0
526,Roma,US,43.21,-75.46,37.99,34.0,59,40,17.22,0,0
527,Jacqueville,CI,5.21,-4.41,84.2,84.2,83,75,10.29,0,0
528,Manggar,ID,-2.88,108.27,79.66,79.66,83,39,3.02,0,0
529,Cabra,ES,37.47,-4.44,60.01,60.01,74,90,5.99,0,0
530,Hecun,CN,36.53,114.11,60.44,60.44,50,0,7.2,0,0
531,Karaton,ID,-6.34,106.1,80.6,80.01,88,40,4.7,0,0
532,Camargo,MX,27.67,-105.17,82.99,82.99,23,74,3.78,0,0
533,Guymon,US,36.68,-101.48,77.0,77.0,15,1,20.8,0,0
534,San Juan,AR,-31.54,-68.54,68.68,68.68,34,0,7.14,0,0
535,Punta De Bombon,PE,-17.17,-71.79,66.47,66.47,81,87,5.73,0,0
536,Sosua,DO,19.77,-70.52,93.2,84.99,59,40,9.17,0,0
537,Alekseyevsk,RU,57.84,108.35,46.29,46.29,86,100,13.82,0,0
538,Niquero,CU,20.04,-77.58,83.82,83.82,71,100,12.37,0,0
539,Cayenne,GF,4.93,-52.33,77.0,77.0,100,90,12.12,0,0
540,Iranshahr,IR,27.2,60.68,89.6,89.6,8,37,6.93,0,0
541,Arlit,NE,18.74,7.39,88.0,88.0,10,36,9.57,0,0
542,Taksimo,RU,56.34,114.88,36.52,36.52,80,100,2.68,0,0
543,Faanui,PF,-16.48,-151.75,81.3,81.3,79,17,17.16,0,0
544,Sambava,MG,-14.27,50.17,74.48,74.48,86,65,11.83,0,0
545,Oranjemund,NA,-28.55,16.43,67.84,67.84,43,0,3.87,0,0
546,Dongtai,CN,32.85,120.31,66.0,66.0,77,32,1.01,0,0
547,San Vicente,AR,-26.62,-54.13,56.5,56.5,73,0,2.86,0,0
548,Laurel,US,39.1,-76.85,50.0,45.0,39,40,13.87,0,0
549,Tecoanapa,MX,16.52,-98.75,87.62,87.62,58,0,11.79,0,0
550,Miraflores,MX,19.22,-98.81,71.6,55.4,43,75,9.17,0,0
